24934 : Pressure,24934 : Pressure,24933 : Pressure,24933 : Pressure,24932 : Pressure,24932 : Pressure
970.12,2.58733607397263E-05,970.12,2.5994905963395E-05,970.12,2.58581703805181E-05
970.16,2.59340123731509E-05,970.16,2.64246762251247E-05,970.16,2.39064070955778E-05
970.2,2.7353800535445E-05,970.2,2.70511070294112E-05,970.2,2.42589639277082E-05
970.24,2.64091621862699E-05,970.24,2.53929339319991E-05,970.24,2.45448245875933E-05
970.28,2.45304142175629E-05,970.28,2.53186742809861E-05,970.28,2.44874218347166E-05
970.32,2.53781230448336E-05,970.32,2.43444081538163E-05,970.32,2.61935228328282E-05
970.36,2.56770729948479E-05,970.36,2.58279155497598E-05,970.36,2.58581703805181E-05
970.4,2.62857809067576E-05,970.4,2.64866202374195E-05,970.4,2.36279817483754E-05
970.44,2.74500399414871E-05,970.44,2.69088157323263E-05,970.44,2.42589639277082E-05
970.48,2.64711714379708E-05,970.48,2.49945224071218E-05,970.48,2.41314521849232E-05
970.52,2.52446317965197E-05,970.52,2.59796442444733E-05,970.52,2.53335477136902E-05
970.56,2.5141355249769E-05,970.56,2.57071511285761E-05,970.56,2.62089101945364E-05
970.6,2.54823721946924E-05,970.6,2.52446317965197E-05,970.6,2.66890965460275E-05
970.64,2.58733607397263E-05,970.64,2.57222527716591E-05,970.64,2.44300595563749E-05
970.68,2.80842802208746E-05,970.68,2.82989698014275E-05,970.68,2.42873808878996E-05
970.72,2.60863643443537E-05,970.72,2.5126691100412E-05,970.72,2.46890156350463E-05
970.76,2.50678313209532E-05,970.76,2.45304142175629E-05,970.76,2.4415810283073E-05
970.8,2.59188858922159E-05,970.8,2.58884606517974E-05,970.8,2.53335477136902E-05
970.84,2.59340123731509E-05,970.84,2.70511070294112E-05,970.84,2.5527111404423E-05
970.88,2.68458843353561E-05,970.88,2.59036688049986E-05,970.88,2.42448144490207E-05
970.92,2.67516604052967E-05,970.92,2.70035931903656E-05,970.92,2.42022297144969E-05
970.96,2.63473993243986E-05,970.96,2.57523838289962E-05,970.96,2.43301154491194E-05
971,2.52742033684527E-05,971,2.59340123731509E-05,971,2.50385012104724E-05
971.04,2.60100768102862E-05,971.04,2.51561245165657E-05,971.04,2.5601982401349E-05
971.08,2.66266790042738E-05,971.08,2.55571119715528E-05,971.08,2.5797696118056E-05
971.12,2.66734272648871E-05,971.12,2.656430547297E-05,971.12,2.33117811180347E-05
971.16,2.72577939164671E-05,971.16,2.76436418551843E-05,971.16,2.51708058435132E-05
971.2,2.59796442444733E-05,971.2,2.62857809067576E-05,971.2,2.46023619024528E-05
971.24,2.57373632861888E-05,971.24,2.49068920067328E-05,971.24,2.57523838289962E-05
971.28,2.67360570163849E-05,971.28,2.54078509884691E-05,971.28,2.47904340451571E-05
971.32,2.59188858922159E-05,971.32,2.59340123731509E-05,971.32,2.54376137554299E-05
971.36,2.57523838289962E-05,971.36,2.59340123731509E-05,971.36,2.43444081538163E-05
971.4,2.72099170428338E-05,971.4,2.65955249954992E-05,971.4,2.50532100557551E-05
971.44,2.65488113622051E-05,971.44,2.5452459361877E-05,971.44,2.48340537473497E-05
971.48,2.65332244430877E-05,971.48,2.60711490013809E-05,971.48,2.45592434229827E-05
971.52,2.54376137554299E-05,971.52,2.56470300534334E-05,971.52,2.56320709601176E-05
971.56,2.554210728333E-05,971.56,2.48777502000508E-05,971.56,2.64711714379708E-05
971.6,2.5797696118056E-05,971.6,2.50532100557551E-05,971.6,2.46456506846284E-05
971.64,2.63782626786613E-05,971.64,2.74500399414871E-05,971.64,2.40046106786989E-05
971.68,2.67831001154584E-05,971.68,2.55122222558244E-05,971.68,2.48194735696598E-05
971.72,2.60100768102862E-05,971.72,2.46168145380868E-05,971.72,2.56320709601176E-05
971.76,2.57825501818662E-05,971.76,2.53186742809861E-05,971.76,2.5452459361877E-05
971.8,2.54226792251138E-05,971.8,2.5452459361877E-05,971.8,2.5994905963395E-05
971.84,2.60100768102862E-05,971.84,2.605584251985E-05,971.84,2.50092054170957E-05
971.88,2.69088157323263E-05,971.88,2.70352252103893E-05,971.88,2.5452459361877E-05
971.92,2.66578695068669E-05,971.92,2.69877392669189E-05,971.92,2.41739123837186E-05
971.96,2.52446317965197E-05,971.96,2.52890506767588E-05,971.96,2.49214278794805E-05
972,2.554210728333E-05,972,2.49945224071218E-05,972,2.5259461733032E-05
972.04,2.5994905963395E-05,972.04,2.52299074092523E-05,972.04,2.68458843353561E-05
972.08,2.51855924110351E-05,972.08,2.5797696118056E-05,972.08,2.40750161822383E-05
972.12,2.72577939164671E-05,972.12,2.72259014844175E-05,972.12,2.5259461733032E-05
972.16,2.71304479042621E-05,972.16,2.65332244430877E-05,972.16,2.54226792251138E-05
972.2,2.58581703805181E-05,972.2,2.5601982401349E-05,972.2,2.53039067071028E-05
972.24,2.5452459361877E-05,972.24,2.53632234417647E-05,972.24,2.53039067071028E-05
972.28,2.51561245165657E-05,972.28,2.49214278794805E-05,972.28,2.61782449877323E-05
972.32,2.60253564067917E-05,972.32,2.55122222558244E-05,972.32,2.4936067950139E-05
972.36,2.72259014844175E-05,972.36,2.72099170428338E-05,972.36,2.55122222558244E-05
972.4,2.65177484608946E-05,972.4,2.54226792251138E-05,972.4,2.48340537473497E-05
972.44,2.71462814630304E-05,972.44,2.50678313209532E-05,972.44,2.39064070955778E-05
972.48,2.58733607397263E-05,972.48,2.57071511285761E-05,972.48,2.53483325863155E-05
972.52,2.52002909356949E-05,972.52,2.67360570163849E-05,972.52,2.67987309591204E-05
972.56,2.62396113225763E-05,972.56,2.57675120439888E-05,972.56,2.52299074092523E-05
972.6,2.74019305775015E-05,972.6,2.67516604052967E-05,972.6,2.44874218347166E-05
972.64,2.70986004551248E-05,972.64,2.56170222631566E-05,972.64,2.41456281850621E-05
972.68,2.51855924110351E-05,972.68,2.50678313209532E-05,972.68,2.56320709601176E-05
972.72,2.56921569685579E-05,972.72,2.4415810283073E-05,972.72,2.45161064105931E-05
972.76,2.55720273181691E-05,972.76,2.56320709601176E-05,972.76,2.63628770807151E-05
972.8,2.60100768102862E-05,972.8,2.64711714379708E-05,972.8,2.43444081538163E-05
972.84,2.67673756444259E-05,972.84,2.70827947071653E-05,972.84,2.43301154491194E-05
972.88,2.73377410037891E-05,972.88,2.71780806281547E-05,972.88,2.35726327257282E-05
972.92,2.605584251985E-05,972.92,2.55720273181691E-05,972.92,2.48922690653937E-05
972.96,2.5259461733032E-05,972.96,2.54376137554299E-05,972.96,2.48485471110733E-05
973,2.656430547297E-05,973,2.48194735696598E-05,973,2.62089101945364E-05
973.04,2.60100768102862E-05,973.04,2.5601982401349E-05,973.04,2.47614284977643E-05
973.08,2.73057550312623E-05,973.08,2.58279155497598E-05,973.08,2.42022297144969E-05
973.12,2.65799106506107E-05,973.12,2.63320317280609E-05,973.12,2.45880121306967E-05
973.16,2.56770729948479E-05,973.16,2.54823721946924E-05,973.16,2.52890506767588E-05
973.2,2.54674113865079E-05,973.2,2.61169219221348E-05,973.2,2.60253564067917E-05
973.24,2.52446317965197E-05,973.24,2.57071511285761E-05,973.24,2.61322642847063E-05
973.28,2.59796442444733E-05,973.28,2.50092054170957E-05,973.28,2.46023619024528E-05
973.32,2.7353800535445E-05,973.32,2.71780806281547E-05,973.32,2.34761963773845E-05
973.36,2.74019305775015E-05,973.36,2.63782626786613E-05,973.36,2.45735764050778E-05
973.4,2.48777502000508E-05,973.4,2.54078509884691E-05,973.4,2.43159244700225E-05
973.44,2.57373632861888E-05,973.44,2.50385012104724E-05,973.44,2.57071511285761E-05
973.48,2.58733607397263E-05,973.48,2.52446317965197E-05,973.48,2.5527111404423E-05
973.52,2.61169219221348E-05,973.52,2.56320709601176E-05,973.52,2.60100768102862E-05
973.56,2.68144738498046E-05,973.56,2.68301230034433E-05,973.56,2.53781230448336E-05
973.6,2.72259014844175E-05,973.6,2.61935228328282E-05,973.6,2.43872430566578E-05
973.64,2.53186742809861E-05,973.64,2.58581703805181E-05,973.64,2.42163543403733E-05
973.68,2.5601982401349E-05,973.68,2.45161064105931E-05,973.68,2.43301154491194E-05
973.72,2.61016887559031E-05,973.72,2.404675539362E-05,973.72,2.55870495828896E-05
973.76,2.68144738498046E-05,973.76,2.5797696118056E-05,973.76,2.49945224071218E-05
973.8,2.70193527156503E-05,973.8,2.72897237073245E-05,973.8,2.49506208502139E-05
973.84,2.54823721946924E-05,973.84,2.60711490013809E-05,973.84,2.46456506846284E-05
973.88,2.5259461733032E-05,973.88,2.45880121306967E-05,973.88,2.47468909586648E-05
973.92,2.53781230448336E-05,973.92,2.56170222631566E-05,973.92,2.52002909356949E-05
973.96,2.61475152950751E-05,973.96,2.48049971636041E-05,973.96,2.56770729948479E-05
974,2.54972439225431E-05,974,2.56620963784442E-05,974,2.44014756578849E-05
974.04,2.71940463674648E-05,974.04,2.627034841393E-05,974.04,2.42873808878996E-05
974.08,2.58279155497598E-05,974.08,2.70352252103893E-05,974.08,2.41880204833613E-05
974.12,2.57523838289962E-05,974.12,2.54078509884691E-05,974.12,2.47904340451571E-05
974.16,2.55571119715528E-05,974.16,2.44300595563749E-05,974.16,2.54823721946924E-05
974.2,2.66110463687354E-05,974.2,2.54823721946924E-05,974.2,2.65332244430877E-05
974.24,2.60711490013809E-05,974.24,2.58581703805181E-05,974.24,2.42305802162079E-05
974.28,2.57825501818662E-05,974.28,2.74661654430541E-05,974.28,2.47179363579822E-05
974.32,2.68301230034433E-05,974.32,2.53781230448336E-05,974.32,2.39624478493958E-05
974.36,2.5452459361877E-05,974.36,2.5141355249769E-05,974.36,2.47904340451571E-05
974.4,2.57825501818662E-05,974.4,2.47324568877274E-05,974.4,2.5111939114098E-05
974.44,2.50532100557551E-05,974.44,2.55571119715528E-05,974.44,2.63782626786613E-05
974.48,2.65799106506107E-05,974.48,2.58581703805181E-05,974.48,2.44586769380552E-05
974.52,2.69403367299973E-05,974.52,2.82658591625316E-05,974.52,2.4273214834507E-05
974.56,2.68931206797328E-05,974.56,2.61475152950751E-05,974.56,2.46745206098439E-05
974.6,2.57071511285761E-05,974.6,2.45735764050778E-05,974.6,2.44874218347166E-05
974.64,2.5141355249769E-05,974.64,2.52002909356949E-05,974.64,2.52890506767588E-05
974.68,2.65488113622051E-05,974.68,2.64091621862699E-05,974.68,2.52446317965197E-05
974.72,2.53335477136902E-05,974.72,2.57222527716591E-05,974.72,2.49652780702572E-05
974.76,2.72577939164671E-05,974.76,2.62857809067576E-05,974.76,2.42873808878996E-05
974.8,2.72577939164671E-05,974.8,2.50678313209532E-05,974.8,2.46312756639086E-05
974.84,2.56170222631566E-05,974.84,2.54674113865079E-05,974.84,2.43159244700225E-05
974.88,2.58128509517125E-05,974.88,2.50678313209532E-05,974.88,2.47758794767784E-05
974.92,2.46168145380868E-05,974.92,2.51855924110351E-05,974.92,2.67516604052967E-05
974.96,2.58279155497598E-05,974.96,2.58884606517974E-05,974.96,2.54674113865079E-05
975,2.70986004551248E-05,975,2.72577939164671E-05,975,2.49652780702572E-05
975.04,2.75305508862437E-05,975.04,2.61475152950751E-05,975.04,2.43729252034089E-05
975.08,2.53929339319991E-05,975.08,2.45161064105931E-05,975.08,2.41739123837186E-05
975.12,2.57373632861888E-05,975.12,2.57222527716591E-05,975.12,2.43729252034089E-05
975.16,2.53186742809861E-05,975.16,2.56921569685579E-05,975.16,2.63320317280609E-05
975.2,2.5452459361877E-05,975.2,2.68144738498046E-05,975.2,2.47468909586648E-05
975.24,2.75305508862437E-05,975.24,2.64711714379708E-05,975.24,2.45161064105931E-05
975.28,2.81007783063301E-05,975.28,2.7353800535445E-05,975.28,2.40186199724353E-05
975.32,2.60100768102862E-05,975.32,2.47179363579822E-05,975.32,2.41172845075738E-05
975.36,2.52299074092523E-05,975.36,2.51708058435132E-05,975.36,2.52299074092523E-05
975.4,2.52890506767588E-05,975.4,2.47468909586648E-05,975.4,2.6301121510725E-05
975.44,2.66266790042738E-05,975.44,2.52890506767588E-05,975.44,2.48631443679893E-05
975.48,2.64091621862699E-05,975.48,2.80185997760425E-05,975.48,2.43729252034089E-05
975.52,2.76922818839569E-05,975.52,2.62089101945364E-05,975.52,2.43872430566578E-05
975.56,2.55720273181691E-05,975.56,2.61628756296962E-05,975.56,2.36417712382838E-05
975.6,2.605584251985E-05,975.6,2.50678313209532E-05,975.6,2.53039067071028E-05
975.64,2.56470300534334E-05,975.64,2.53335477136902E-05,975.64,2.60405450248191E-05
975.68,2.51855924110351E-05,975.68,2.57373632861888E-05,975.68,2.50971957887374E-05
975.72,2.58884606517974E-05,975.72,2.65332244430877E-05,975.72,2.43586157562319E-05
975.76,2.72577939164671E-05,975.76,2.58581703805181E-05,975.76,2.42305802162079E-05
975.8,2.52890506767588E-05,975.8,2.54376137554299E-05,975.8,2.45592434229827E-05
975.84,2.70986004551248E-05,975.84,2.49652780702572E-05,975.84,2.51708058435132E-05
975.88,2.55870495828896E-05,975.88,2.56770729948479E-05,975.88,2.64866202374195E-05
975.92,2.61322642847063E-05,975.92,2.61628756296962E-05,975.92,2.44586769380552E-05
975.96,2.64866202374195E-05,975.96,2.66734272648871E-05,975.96,2.41880204833613E-05
976,2.74661654430541E-05,976,2.72099170428338E-05,976,2.39905174705327E-05
976.04,2.58733607397263E-05,976.04,2.53781230448336E-05,976.04,2.48631443679893E-05
976.08,2.54376137554299E-05,976.08,2.46745206098439E-05,976.08,2.54376137554299E-05
976.12,2.68931206797328E-05,976.12,2.52299074092523E-05,976.12,2.605584251985E-05
976.16,2.59188858922159E-05,976.16,2.54823721946924E-05,976.16,2.48631443679893E-05
976.2,2.656430547297E-05,976.2,2.67203601645544E-05,976.2,2.37946271337023E-05
976.24,2.65177484608946E-05,976.24,2.63782626786613E-05,976.24,2.48777502000508E-05
976.28,2.58279155497598E-05,976.28,2.57523838289962E-05,976.28,2.39203590768728E-05
976.32,2.58430881357946E-05,976.32,2.48922690653937E-05,976.32,2.5126691100412E-05
976.36,2.57071511285761E-05,976.36,2.48631443679893E-05,976.36,2.67831001154584E-05
976.4,2.64866202374195E-05,976.4,2.5527111404423E-05,976.4,2.53781230448336E-05
976.44,2.64556301015804E-05,976.44,2.63473993243986E-05,976.44,2.42589639277082E-05
976.48,2.72577939164671E-05,976.48,2.75628001847262E-05,976.48,2.44300595563749E-05
976.52,2.57675120439888E-05,976.52,2.56770729948479E-05,976.52,2.40750161822383E-05
976.56,2.57373632861888E-05,976.56,2.45592434229827E-05,976.56,2.5126691100412E-05
976.6,2.53929339319991E-05,976.6,2.44874218347166E-05,976.6,2.64711714379708E-05
976.64,2.59188858922159E-05,976.64,2.5527111404423E-05,976.64,2.50092054170957E-05
976.68,2.78060372172001E-05,976.68,2.67203601645544E-05,976.68,2.44300595563749E-05
976.72,2.69877392669189E-05,976.72,2.63628770807151E-05,976.72,2.36972825995693E-05
976.76,2.52002909356949E-05,976.76,2.48922690653937E-05,976.76,2.46023619024528E-05
976.8,2.45448245875933E-05,976.8,2.48922690653937E-05,976.8,2.48631443679893E-05
976.84,2.58128509517125E-05,976.84,2.5141355249769E-05,976.84,2.6316572081181E-05
976.88,2.65021797789376E-05,976.88,2.53632234417647E-05,976.88,2.55720273181691E-05
976.92,2.66266790042738E-05,976.92,2.66890965460275E-05,976.92,2.42022297144969E-05
976.96,2.70352252103893E-05,976.96,2.74500399414871E-05,976.96,2.45735764050778E-05
977,2.60863643443537E-05,977,2.59492472856703E-05,977,2.43586157562319E-05
977.04,2.53929339319991E-05,977.04,2.5111939114098E-05,977.04,2.43016484882165E-05
977.08,2.61016887559031E-05,977.08,2.47034243533014E-05,977.08,2.54226792251138E-05
977.12,2.64401993776879E-05,977.12,2.56320709601176E-05,977.12,2.49506208502139E-05
977.16,2.60100768102862E-05,977.16,2.66266790042738E-05,977.16,2.3352799074723E-05
977.2,2.78386092204825E-05,977.2,2.64711714379708E-05,977.2,2.48340537473497E-05
977.24,2.54376137554299E-05,977.24,2.50825573961833E-05,977.24,2.47614284977643E-05
977.28,2.48049971636041E-05,977.28,2.50825573961833E-05,977.28,2.5452459361877E-05
977.32,2.56170222631566E-05,977.32,2.53483325863155E-05,977.32,2.66890965460275E-05
977.36,2.56170222631566E-05,977.36,2.53483325863155E-05,977.36,2.53039067071028E-05
977.4,2.66110463687354E-05,977.4,2.6316572081181E-05,977.4,2.40046106786989E-05
977.44,2.70511070294112E-05,977.44,2.65488113622051E-05,977.44,2.38225001695848E-05
977.48,2.54823721946924E-05,977.48,2.53335477136902E-05,977.48,2.58733607397263E-05
977.52,2.63320317280609E-05,977.52,2.49652780702572E-05,977.52,2.43872430566578E-05
977.56,2.65177484608946E-05,977.56,2.57373632861888E-05,977.56,2.68301230034433E-05
977.6,2.53483325863155E-05,977.6,2.70827947071653E-05,977.6,2.49945224071218E-05
977.64,2.62396113225763E-05,977.64,2.68931206797328E-05,977.64,2.4415810283073E-05
977.68,2.81171781581246E-05,977.68,2.63937585656279E-05,977.68,2.38783442310531E-05
977.72,2.72418953160471E-05,977.72,2.57675120439888E-05,977.72,2.43444081538163E-05
977.76,2.44444109731488E-05,977.76,2.46601287502189E-05,977.76,2.50532100557551E-05
977.8,2.51855924110351E-05,977.8,2.50238010008146E-05,977.8,2.57222527716591E-05
977.84,2.58733607397263E-05,977.84,2.52890506767588E-05,977.84,2.50532100557551E-05
977.88,2.65955249954992E-05,977.88,2.63320317280609E-05,977.88,2.35036964033497E-05
977.92,2.77085496903377E-05,977.92,2.69246232922127E-05,977.92,2.47468909586648E-05
977.96,2.57373632861888E-05,977.96,2.49945224071218E-05,977.96,2.4415810283073E-05
978,2.5452459361877E-05,978,2.50092054170957E-05,978,2.57222527716591E-05
978.04,2.48049971636041E-05,978.04,2.56620963784442E-05,978.04,2.5601982401349E-05
978.08,2.5601982401349E-05,978.08,2.60100768102862E-05,978.08,2.50678313209532E-05
978.12,2.57523838289962E-05,978.12,2.5527111404423E-05,978.12,2.45161064105931E-05
978.16,2.69561628068657E-05,978.16,2.73377410037891E-05,978.16,2.43159244700225E-05
978.2,2.54972439225431E-05,978.2,2.53632234417647E-05,978.2,2.48777502000508E-05
978.24,2.50092054170957E-05,978.24,2.53781230448336E-05,978.24,2.45161064105931E-05
978.28,2.58430881357946E-05,978.28,2.51708058435132E-05,978.28,2.65332244430877E-05
978.32,2.57523838289962E-05,978.32,2.61322642847063E-05,978.32,2.63937585656279E-05
978.36,2.59492472856703E-05,978.36,2.57825501818662E-05,978.36,2.38085138792665E-05
978.4,2.70193527156503E-05,978.4,2.5994905963395E-05,978.4,2.4060881638704E-05
978.44,2.59492472856703E-05,978.44,2.56921569685579E-05,978.44,2.40750161822383E-05
978.48,2.50092054170957E-05,978.48,2.54972439225431E-05,978.48,2.47179363579822E-05
978.52,2.51561245165657E-05,978.52,2.58884606517974E-05,978.52,2.55571119715528E-05
978.56,2.61628756296962E-05,978.56,2.46601287502189E-05,978.56,2.59643914857712E-05
978.6,2.68458843353561E-05,978.6,2.65955249954992E-05,978.6,2.36141096606426E-05
978.64,2.77571973832E-05,978.64,2.74179225758531E-05,978.64,2.45735764050778E-05
978.68,2.47904340451571E-05,978.68,2.55870495828896E-05,978.68,2.37111125340405E-05
978.72,2.50825573961833E-05,978.72,2.56470300534334E-05,978.72,2.50238010008146E-05
978.76,2.57222527716591E-05,978.76,2.52446317965197E-05,978.76,2.48777502000508E-05
978.8,2.59492472856703E-05,978.8,2.46745206098439E-05,978.8,2.51708058435132E-05
978.84,2.57825501818662E-05,978.84,2.54078509884691E-05,978.84,2.4103217665966E-05
978.88,2.71940463674648E-05,978.88,2.72577939164671E-05,978.88,2.46168145380868E-05
978.92,2.61016887559031E-05,978.92,2.52446317965197E-05,978.92,2.48340537473497E-05
978.96,2.53483325863155E-05,978.96,2.5141355249769E-05,978.96,2.44586769380552E-05
979,2.50825573961833E-05,979,2.55870495828896E-05,979,2.54226792251138E-05
979.04,2.61169219221348E-05,979.04,2.51708058435132E-05,979.04,2.5527111404423E-05
979.08,2.67987309591204E-05,979.08,2.69246232922127E-05,979.08,2.41739123837186E-05
979.12,2.75144931953967E-05,979.12,2.71780806281547E-05,979.12,2.47034243533014E-05
979.16,2.58430881357946E-05,979.16,2.58884606517974E-05,979.16,2.40750161822383E-05
979.2,2.56170222631566E-05,979.2,2.5111939114098E-05,979.2,2.50092054170957E-05
979.24,2.59036688049986E-05,979.24,2.43159244700225E-05,979.24,2.59643914857712E-05
979.28,2.60863643443537E-05,979.28,2.50678313209532E-05,979.28,2.63628770807151E-05
979.32,2.75305508862437E-05,979.32,2.63937585656279E-05,979.32,2.32981841008215E-05
979.36,2.74983393204024E-05,979.36,2.79366615704452E-05,979.36,2.43444081538163E-05
979.4,2.63320317280609E-05,979.4,2.5527111404423E-05,979.4,2.40750161822383E-05
979.44,2.45448245875933E-05,979.44,2.61016887559031E-05,979.44,2.48194735696598E-05
979.48,2.5215094824208E-05,979.48,2.5126691100412E-05,979.48,2.54674113865079E-05
979.52,2.5797696118056E-05,979.52,2.50238010008146E-05,979.52,2.5141355249769E-05
979.56,2.62089101945364E-05,979.56,2.57523838289962E-05,979.56,2.5126691100412E-05
979.6,2.68931206797328E-05,979.6,2.75144931953967E-05,979.6,2.4060881638704E-05
979.64,2.65021797789376E-05,979.64,2.46168145380868E-05,979.64,2.52890506767588E-05
979.68,2.59340123731509E-05,979.68,2.46456506846284E-05,979.68,2.47758794767784E-05
979.72,2.5126691100412E-05,979.72,2.59188858922159E-05,979.72,2.54376137554299E-05
979.76,2.59340123731509E-05,979.76,2.56170222631566E-05,979.76,2.52446317965197E-05
979.8,2.62396113225763E-05,979.8,2.60405450248191E-05,979.8,2.45017129011254E-05
979.84,2.78060372172001E-05,979.84,2.65488113622051E-05,979.84,2.42873808878996E-05
979.88,2.64711714379708E-05,979.88,2.54226792251138E-05,979.88,2.50678313209532E-05
979.92,2.5452459361877E-05,979.92,2.58279155497598E-05,979.92,2.51855924110351E-05
979.96,2.62396113225763E-05,979.96,2.59036688049986E-05,979.96,2.50825573961833E-05
980,2.52299074092523E-05,980,2.58430881357946E-05,980,2.57523838289962E-05
980.04,2.52002909356949E-05,980.04,2.59340123731509E-05,980.04,2.40890665652217E-05
980.08,2.78875923016759E-05,980.08,2.62089101945364E-05,980.08,2.4936067950139E-05
980.12,2.65021797789376E-05,980.12,2.54078509884691E-05,980.12,2.404675539362E-05
980.16,2.53335477136902E-05,980.16,2.50532100557551E-05,980.16,2.49945224071218E-05
980.2,2.57373632861888E-05,980.2,2.55571119715528E-05,980.2,2.6877331615163E-05
980.24,2.61016887559031E-05,980.24,2.5141355249769E-05,980.24,2.53929339319991E-05
980.28,2.60711490013809E-05,980.28,2.62242059361062E-05,980.28,2.48485471110733E-05
980.32,2.73377410037891E-05,980.32,2.74661654430541E-05,980.32,2.44586769380552E-05
980.36,2.63937585656279E-05,980.36,2.56470300534334E-05,980.36,2.45592434229827E-05
980.4,2.53186742809861E-05,980.4,2.5141355249769E-05,980.4,2.50092054170957E-05
980.44,2.54674113865079E-05,980.44,2.58581703805181E-05,980.44,2.48485471110733E-05
980.48,2.52299074092523E-05,980.48,2.59036688049986E-05,980.48,2.48631443679893E-05
980.52,2.64556301015804E-05,980.52,2.47034243533014E-05,980.52,2.45304142175629E-05
980.56,2.81831978661799E-05,980.56,2.70035931903656E-05,980.56,2.4273214834507E-05
980.6,2.67516604052967E-05,980.6,2.54226792251138E-05,980.6,2.40890665652217E-05
980.64,2.50092054170957E-05,980.64,2.58884606517974E-05,980.64,2.49799439006713E-05
980.68,2.58884606517974E-05,980.68,2.47468909586648E-05,980.68,2.53929339319991E-05
980.72,2.54226792251138E-05,980.72,2.5601982401349E-05,980.72,2.54226792251138E-05
980.76,2.54226792251138E-05,980.76,2.56470300534334E-05,980.76,2.3934411070553E-05
980.8,2.77247206341959E-05,980.8,2.67047750320731E-05,980.8,2.47179363579822E-05
980.84,2.67673756444259E-05,980.84,2.52742033684527E-05,980.84,2.44586769380552E-05
980.88,2.50825573961833E-05,980.88,2.53632234417647E-05,980.88,2.49506208502139E-05
980.92,2.54972439225431E-05,980.92,2.48777502000508E-05,980.92,2.46601287502189E-05
980.96,2.5527111404423E-05,980.96,2.46890156350463E-05,980.96,2.69403367299973E-05
981,2.64711714379708E-05,981,2.57825501818662E-05,981,2.42305802162079E-05
981.04,2.77410074966917E-05,981.04,2.72259014844175E-05,981.04,2.49652780702572E-05
981.08,2.65488113622051E-05,981.08,2.61935228328282E-05,981.08,2.45880121306967E-05
981.12,2.65799106506107E-05,981.12,2.52002909356949E-05,981.12,2.35175036289127E-05
981.16,2.54823721946924E-05,981.16,2.57523838289962E-05,981.16,2.47904340451571E-05
981.2,2.56170222631566E-05,981.2,2.47758794767784E-05,981.2,2.59340123731509E-05
981.24,2.61016887559031E-05,981.24,2.54674113865079E-05,981.24,2.47614284977643E-05
981.28,2.79202598386175E-05,981.28,2.69561628068657E-05,981.28,2.48049971636041E-05
981.32,2.72418953160471E-05,981.32,2.68616549262492E-05,981.32,2.40750161822383E-05
981.36,2.48485471110733E-05,981.36,2.51708058435132E-05,981.36,2.3934411070553E-05
981.4,2.55870495828896E-05,981.4,2.46023619024528E-05,981.4,2.58884606517974E-05
981.44,2.56470300534334E-05,981.44,2.5601982401349E-05,981.44,2.54078509884691E-05
981.48,2.58884606517974E-05,981.48,2.63628770807151E-05,981.48,2.44586769380552E-05
981.52,2.75628001847262E-05,981.52,2.62550257589269E-05,981.52,2.2959502205636E-05
981.56,2.61016887559031E-05,981.56,2.56170222631566E-05,981.56,2.45017129011254E-05
981.6,2.50678313209532E-05,981.6,2.43301154491194E-05,981.6,2.45448245875933E-05
981.64,2.54674113865079E-05,981.64,2.40186199724353E-05,981.64,2.55720273181691E-05
981.68,2.50092054170957E-05,981.68,2.56320709601176E-05,981.68,2.61628756296962E-05
981.72,2.70352252103893E-05,981.72,2.63473993243986E-05,981.72,2.38644167556755E-05
981.76,2.77085496903377E-05,981.76,2.86324367295952E-05,981.76,2.43159244700225E-05
981.8,2.56770729948479E-05,981.8,2.5797696118056E-05,981.8,2.46168145380868E-05
981.84,2.54823721946924E-05,981.84,2.5111939114098E-05,981.84,2.44444109731488E-05
981.88,2.5259461733032E-05,981.88,2.54376137554299E-05,981.88,2.45304142175629E-05
981.92,2.67360570163849E-05,981.92,2.59643914857712E-05,981.92,2.6301121510725E-05
981.96,2.58581703805181E-05,981.96,2.50825573961833E-05,981.96,2.44300595563749E-05
982,2.76275182019879E-05,982,2.73057550312623E-05,982,2.48631443679893E-05
982.04,2.605584251985E-05,982.04,2.6316572081181E-05,982.04,2.44874218347166E-05
982.08,2.54823721946924E-05,982.08,2.54972439225431E-05,982.08,2.43729252034089E-05
982.12,2.60253564067917E-05,982.12,2.50825573961833E-05,982.12,2.48194735696598E-05
982.16,2.57675120439888E-05,982.16,2.54972439225431E-05,982.16,2.60863643443537E-05
982.2,2.61628756296962E-05,982.2,2.56620963784442E-05,982.2,2.44586769380552E-05
982.24,2.61016887559031E-05,982.24,2.60100768102862E-05,982.24,2.404675539362E-05
982.28,2.64711714379708E-05,982.28,2.70827947071653E-05,982.28,2.35450520422091E-05
982.32,2.62242059361062E-05,982.32,2.5215094824208E-05,982.32,2.57373632861888E-05
982.36,2.58884606517974E-05,982.36,2.56770729948479E-05,982.36,2.48194735696598E-05
982.4,2.56620963784442E-05,982.4,2.5527111404423E-05,982.4,2.67047750320731E-05
982.44,2.56921569685579E-05,982.44,2.554210728333E-05,982.44,2.56320709601176E-05
982.48,2.71462814630304E-05,982.48,2.66734272648871E-05,982.48,2.38504058559527E-05
982.52,2.56320709601176E-05,982.52,2.57523838289962E-05,982.52,2.48777502000508E-05
